client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
96cca602a2460fd5da8988cbd558f451b237aaca767d3102c771b288d1edad93b8aee9484b1b2f554e7deabc6f936c3c3deace99a27516a7095772410049a14c	common_voice_ar_23967426.mp3	تحدثتُ إلى الأصدقاء.	2	0	teens	male		ar	
9c8fe748ba4db5eb406599be4b0c8264561b9fd81efc578466056993450aa6f866ffc40fdede2129aaa6fa0a526edb547e5cbab36ac5dfe16e5dab71fb72abdc	common_voice_ar_21654497.mp3	اتصل بي بيل ليلة أمس.	2	0	twenties	male		ar	
a1969d8693e46fa0992a4df09e1425a7b46d57b85860b9dbfc1419669ed52dcfc2a1f97b9460c8b3d7cbe6ae704bc352f0d3d1dc15e4e7f53899926f925e3681	common_voice_ar_23973013.mp3	دعنا لا نستعجل كثيرًا.	2	0				ar	
a1b546411b3f27ec543c6406cad34b52749522bc12a6fe880c8fad0ed287efb57a246a8ab05ad55c841cba2f3174dc13f990f4cd0ff7b7835d2c599d6ad69c34	common_voice_ar_23956658.mp3	أعارض استخدام الموت عقوبةً. وأعارض استخدامه مكافأةً كذلك.	2	0				ar	
a21fcb8be302cafab89df44df254f2fa91a085247fa84d73482d4c354daab083695f8403f6a96399dce0b6ad2103c47b08880b977ef042b7c70954138e13e82e	common_voice_ar_20452594.mp3	.لقد تم اختراع الطائرة الورقية قبل ألفَيْ عام	2	0				ar	
a24f3ecb82cc4934f8ddf0d9253e227e23b388e062cc1c013b25d15c55c9c05ed00b116dd8a0c57f11cd4d6f53d6305b56281de853d9037e1f2289a31941d97d	common_voice_ar_23972934.mp3	مات مليون شخص في الحرب.	3	0				ar	
b6fe834e9ba1e684cb214d32f8ef8b59e9f593bb7dd8aa3388e5c9b45d457d8202492fd45580649bbb6892690fad82771f8f9ad8cc2682ca900e5b400cbfda9b	common_voice_ar_22789832.mp3	كل سنة و أنت بخير.	2	0				ar	
c2591a6bb65f3c6e6049277a2f4d40a1509131f60b74e5e5b01406baf66f5e109b9c9b32a389652d0e088da9743fbf4c58ff1fe19872abd38809c3c3196979fc	common_voice_ar_20897642.mp3	هذا أسرع قطار في العالم.	2	1				ar	
c66250e47493484e2e218cdd96f3d23e3ec59576dc2eefe02e0f2a4494267301ce16a027e800d50202c6c5badf4a467ca3c3b40351ca9584052d8ce37f7feb57	common_voice_ar_22576667.mp3	لا	2	0	twenties	male		ar	Benchmark
cb6666fee35e3f42ac0efdf129b80d0ba44c3801466d51a88cfcbcd35a279bea2c3c3c52fde3caf23f99f0aa48d4626e64277c9f588ecd6b3a9c177818cf453e	common_voice_ar_23849289.mp3	العالم ينقسم إلى الناس الذين يعملون الأشياء ، والذين يُشْكَرُونَ عليها.	2	1	thirties	male		ar	
d79de028a49fb0a88f654c39417b870b5a4dbfae14f86e345313da7495893fa9622ed620b72d788f54dc26d30655fc207ac26987dc29bb089b600df07862bc0e	common_voice_ar_22913734.mp3	.هذه نقطة مهمة جداً	4	0				ar	
d7dd5f400973b28a841434b092524d1793a40993256003d721b6e490e12238631fa0b04903f285e5bb079990e4921ac3d064a9c5fadb2d68b41913fd225baf37	common_voice_ar_21883452.mp3	من فضلك لا تركض في الصف.	2	0				ar	
d84e8b6e23f00fe2e1694da2f4c8e5f7a0a4af3d94c319be48b0b25a63aa11849e60b18ecc51930726e739c75822aa80693b7bd2d6e1161f7a0d1d5c4631692b	common_voice_ar_23973257.mp3	أي نشاط تحتاج لتحقيقه ستحتاج إلى وقت أكثر مما تملكه.	2	0	thirties	male		ar	
dbac7be682724f4b174f90a9f3f9ceace7f79fb3415ea79d40256250888893253956d93fc020c45f4a90d9ab8032b1d5b1de3dac4c07848da646df591e506859	common_voice_ar_19219126.mp3	ذهبت إلى بيتي.	2	1				ar	
dd0c3abec3d6370588728057e85ecb746a6e798a4c2d15bd3b8c2f6dc5a895d1e00fa2649ae1bf28af6fec7d70547a800969d11ca0258f969ccb78784b0618df	common_voice_ar_19220070.mp3	بيتي بعيد عن هنا.	2	0				ar	
e03fe543d414521a2470e6fc02f9c2569ce6f44f8eb62ed2e2c2ce3f9dade9e24d3eaebe563719f826415e867220935e76fe910c6b82081ea7de598ed0c90203	common_voice_ar_23696963.mp3	هي سعيدة.	3	2	thirties	female		ar	
e2a7a81f9f1acdb950d53262d3660986ba4eac043aa30ec00ea65fa53f201c7c1232ee121550fedfd945ffe15dad6974218e4c6cb170be575ca5080afb2fb34e	common_voice_ar_23973121.mp3	كيف يكون عندك لابتوب ولا يكون عندك جوال ؟	2	0				ar	
e5671e6268d191c4a9d31ee82c9d4e1b77132b3201b0126f9421ea6995cd80f91a68e27cb7283c2db87066627efb41e6d936c12373d0661bf4518e465a32edd4	common_voice_ar_21722269.mp3	اتهمتني بالكذب.	2	1	fourties	male		ar	
f2743bdf381080d7a7960f50424c218f67a7b4b4351afc288429102f16cb97a2deb2b65f92cea5b4841bca3cca0add98c6e18dc460d09ed059de72895fa20da8	common_voice_ar_23768657.mp3	إذا أكلت كثيرًا فإنك تصير سمينًا.	2	0	thirties	male		ar	
f3a475af0519cc4db32f8f3ee9bb6d92836c1f78efd076476f6140f6609fc581cda72cdcd48dbd2c922db9a75f7e15b7b5340a15e32ed215d4728facb90ae51b	common_voice_ar_23973680.mp3	للرجل الذي ليس عنده إلا مطرقة في طقم أدواته ، تبدو كل مشكلة كالمسمار.	4	2	twenties	male		ar	
f6f400919e5216d09e8d706aedb9c357f1a4568df664aedb2e6d5b06750700d8de22d3f489240f747ffeffbfb297ca0b10064fc4bd54bde51ef51b35ca9c876d	common_voice_ar_20791546.mp3	حاول أن يهرب.	2	1				ar	
006793c78af458b9ac24c9a45e41a2e4ae92363026a774dd0b101a9bd137ef5d2c124efbf5f3bde58c7cb495b8e35f7ba1521dba7572aab37959413b327180cc	common_voice_ar_20489288.mp3	.أريد الذهاب إلى كيوتو	2	0				ar	
006793c78af458b9ac24c9a45e41a2e4ae92363026a774dd0b101a9bd137ef5d2c124efbf5f3bde58c7cb495b8e35f7ba1521dba7572aab37959413b327180cc	common_voice_ar_20489290.mp3	طابت ليلتك. أحلاماً سعيدة.	2	1				ar	
064a74cbc7fdc69fdca0d672bbaa40b9dcc77de070a792bcb758a995bd9d6c3344bf6e4cea9f84a2c06f037d640ac738675a828e5422c1f409bf459756eeb41e	common_voice_ar_19469249.mp3	.بالكاد يمكنني المشي	2	1				ar	
064a74cbc7fdc69fdca0d672bbaa40b9dcc77de070a792bcb758a995bd9d6c3344bf6e4cea9f84a2c06f037d640ac738675a828e5422c1f409bf459756eeb41e	common_voice_ar_19469251.mp3	بقي عازباً طوال حياته.	2	1				ar	
0e0d2a9a8276aa1498cbddc6a90429513a920186e0fd1945c1316fd890cca4b32171eb2a6ca2da6fdd41dc2544b49bf579f46557cf8d1d97c96d9d1d3ab997ef	common_voice_ar_21629099.mp3	سبحنا في البحيرة.	2	0				ar	
0e0d2a9a8276aa1498cbddc6a90429513a920186e0fd1945c1316fd890cca4b32171eb2a6ca2da6fdd41dc2544b49bf579f46557cf8d1d97c96d9d1d3ab997ef	common_voice_ar_21629100.mp3	أريد أن أقود.	2	1				ar	
197c2c52b883459f6f5c942d9b503fe89cfe7055ea5a97cebdf0ef3a4ac3d14764c6397c6a187278a9d9a6e0b7b3a4e07c6c5ee2169b60c40974257d36b646ec	common_voice_ar_21481956.mp3	.لقد أكلنا هناك ثلاث مرات	2	0				ar	
197c2c52b883459f6f5c942d9b503fe89cfe7055ea5a97cebdf0ef3a4ac3d14764c6397c6a187278a9d9a6e0b7b3a4e07c6c5ee2169b60c40974257d36b646ec	common_voice_ar_21481959.mp3	بقي الأولاد هادئين.	2	0				ar	
1a4bf6d5c6057ddffc9932b78dfd57b562195ae3b0211eaa878ad91fad9747c5e5fd4b389ec8adbd97af7a4f1848db82fb85624254c65a70ba29963837b9ee64	common_voice_ar_20404416.mp3	بدأ يشعر بالمرض.	2	0				ar	
1a4bf6d5c6057ddffc9932b78dfd57b562195ae3b0211eaa878ad91fad9747c5e5fd4b389ec8adbd97af7a4f1848db82fb85624254c65a70ba29963837b9ee64	common_voice_ar_20404418.mp3	.يُقال أنها وُلدت في ألمانيا	2	0				ar	
2112c67d83fe2627a033bf66c73ffd050f8b1c143630cb7c62a1d554b55ed253f9660e0d92740f3b71c7c3d848dde693784f5f8ee6d2b5a4bb839e5b862afa54	common_voice_ar_23972704.mp3	"قال مارك توين: "" كل التعميمات خطأ ، بما فيها هذه ""."	2	1				ar	
2112c67d83fe2627a033bf66c73ffd050f8b1c143630cb7c62a1d554b55ed253f9660e0d92740f3b71c7c3d848dde693784f5f8ee6d2b5a4bb839e5b862afa54	common_voice_ar_23972767.mp3	سامحني رجاءً!	2	0	twenties	male		ar	
22fa3b8504ea9e6f9deec5cfcb664f2e4185d55d399b39302b6cb7fdc9988fba3c6229e6203df34800874d857fae98e6667d6f1693a0bac7f2b1cc0879c79ed0	common_voice_ar_21314690.mp3	من هناك ؟	2	0				ar	
22fa3b8504ea9e6f9deec5cfcb664f2e4185d55d399b39302b6cb7fdc9988fba3c6229e6203df34800874d857fae98e6667d6f1693a0bac7f2b1cc0879c79ed0	common_voice_ar_21314693.mp3	.مايك هو قائد الفريق	2	1				ar	
2f9855b3d6b785e1c874532cbe4092c9f4af7bf77d17f5d87c9ca2d2bf477323651aacc17686721c7eb266d7ce4260b312512076094211cbb620bc98ef0ab9ae	common_voice_ar_24045493.mp3	فَقَالُوا أَنُؤْمِنُ لِبَشَرَيْنِ مِثْلِنَا وَقَوْمُهُمَا لَنَا عَابِدُونَ	2	1				ar	
2f9855b3d6b785e1c874532cbe4092c9f4af7bf77d17f5d87c9ca2d2bf477323651aacc17686721c7eb266d7ce4260b312512076094211cbb620bc98ef0ab9ae	common_voice_ar_24045495.mp3	وَمِنْ الْمُحَالِ مُجَادَلَةُ ذَوِي الْمُحَالِ	2	0				ar	
3252d98fd534b8a09030d0923e483890d209b30c84034bb21c90ca6b318b756d6aeaf81d33510b565f59ac0c0dda7f8567058194d37d9c4cd421368ac159e05d	common_voice_ar_23972443.mp3	أسوأ طريقةٍ للإضرار بقضيةٍ ما هي بالدفاع عنها باستخدام حجج خاطئة عمدًا.	2	0	twenties	male		ar	
3252d98fd534b8a09030d0923e483890d209b30c84034bb21c90ca6b318b756d6aeaf81d33510b565f59ac0c0dda7f8567058194d37d9c4cd421368ac159e05d	common_voice_ar_23972494.mp3	إنك لست جباناً.	2	0	twenties	male		ar	
388161fc86737641f3b0224c7103d941b33ef7fa44060a6537fb8e34a70f6d1d95de779b062137eb3423bb84ab455ca66323e200523a589515699df88b4c4685	common_voice_ar_23398434.mp3	.نجا من الحادثة شخص واحد	2	0				ar	
388161fc86737641f3b0224c7103d941b33ef7fa44060a6537fb8e34a70f6d1d95de779b062137eb3423bb84ab455ca66323e200523a589515699df88b4c4685	common_voice_ar_23398436.mp3	عندك ذاكرة حادة.	2	0				ar	
3c2a69585bcaf5d64b5bb112b880ee9d0e632dc14e876e1446d51163487c3c4cb4f8000323da81b8f4077de040089531e73eade5a2ac60385064f65c553003b3	common_voice_ar_19214249.mp3	أنا متعب. أعتقد أنني سأخلد إلى السرير .	3	2	twenties	male		ar	
3c2a69585bcaf5d64b5bb112b880ee9d0e632dc14e876e1446d51163487c3c4cb4f8000323da81b8f4077de040089531e73eade5a2ac60385064f65c553003b3	common_voice_ar_19214898.mp3	الكرز أحمر.	2	1	twenties	male		ar	
41bd311fae249fa6828bdf0598acd6b5f676e02c452c80b87fe3067475d2f8bc4551af4e2f7ff04f5efe38d79787a409aa2634b9b532f4ea7ee12b7636fd16c8	common_voice_ar_20933525.mp3	.ها هو العنوان	2	0	thirties	other		ar	
41bd311fae249fa6828bdf0598acd6b5f676e02c452c80b87fe3067475d2f8bc4551af4e2f7ff04f5efe38d79787a409aa2634b9b532f4ea7ee12b7636fd16c8	common_voice_ar_20933534.mp3	لا يمكنك الحضور ؟ لمَ لا ؟	2	0	thirties	other		ar	
49109e4110fa7753b8dd44b19d91b8adeec082ece2d518f0a9335143757ef8cfa83b483208bebf35c8e756dcce37169a55d7e29901eea2b1ffc9ad5cf910030b	common_voice_ar_19226926.mp3	أردت الذهاب إلى هناك.	2	0	twenties	male		ar	
49109e4110fa7753b8dd44b19d91b8adeec082ece2d518f0a9335143757ef8cfa83b483208bebf35c8e756dcce37169a55d7e29901eea2b1ffc9ad5cf910030b	common_voice_ar_19227038.mp3	أستحم كل يوم تقريباً.	2	1	twenties	male		ar	
4983a4eca8a4a08297f7e71f1a8d41f4b5a56ac87777b8c22461d678dc6257f023ca2b7498a74b0dc3eccde79d6ac9bd9f06500fa55c4d54b3b6178219e1c830	common_voice_ar_19871967.mp3	سأذهب الآن.	2	0				ar	
4983a4eca8a4a08297f7e71f1a8d41f4b5a56ac87777b8c22461d678dc6257f023ca2b7498a74b0dc3eccde79d6ac9bd9f06500fa55c4d54b3b6178219e1c830	common_voice_ar_19871968.mp3	من هذان الولدان ؟	2	0				ar	
533fa7a4607bb409704aff18700b03387cb98edc378903aa1d9414d053d7690910f3c88631f32997ba298df8a8e78bda2f6fb469d402f893bfca326e2c6e9b1d	common_voice_ar_21715042.mp3	وَكَمْ قَصَمْنَا مِنْ قَرْيَةٍ كَانَتْ ظَالِمَةً وَأَنْشَأْنَا بَعْدَهَا قَوْمًا آخَرِينَ	2	0				ar	
533fa7a4607bb409704aff18700b03387cb98edc378903aa1d9414d053d7690910f3c88631f32997ba298df8a8e78bda2f6fb469d402f893bfca326e2c6e9b1d	common_voice_ar_21715043.mp3	أحبه كثيراً.	2	0				ar	
5d360934b5cd26389c510aa519e0fa6bce98f134993a71fbf76d86af80e45bde7ab5773731dcf67e8d0612776503a77b9de4f558cc1b8386926e577317ec73cd	common_voice_ar_22014694.mp3	نعم	2	1				ar	Benchmark
5d360934b5cd26389c510aa519e0fa6bce98f134993a71fbf76d86af80e45bde7ab5773731dcf67e8d0612776503a77b9de4f558cc1b8386926e577317ec73cd	common_voice_ar_22014695.mp3	صفر	2	0				ar	Benchmark
6a871fe6c1159839d7bcfc8cfa4737555c23ebd265def2b60b425d32b80ca12d24028ac28d5f2ee60020df1f86c60ff52b7eb9ac482220c03279831c00614ad5	common_voice_ar_23586836.mp3	قليلًا قليلًا ، ستلاحظ تحسنا في كتابتك.	2	0				ar	
6a871fe6c1159839d7bcfc8cfa4737555c23ebd265def2b60b425d32b80ca12d24028ac28d5f2ee60020df1f86c60ff52b7eb9ac482220c03279831c00614ad5	common_voice_ar_23586839.mp3	لم أكن أتوقع هذا منك حقا.	2	0				ar	
6bb1310cce72e6280912dcf73c579db019fc13a5eb83c570761750defeb0fc6589309143464645229cc47fb5cd3165fac7b731bdb634202352526ae88fe5b3d9	common_voice_ar_20455341.mp3	ماذا عنك ؟	2	0	twenties	male		ar	
6bb1310cce72e6280912dcf73c579db019fc13a5eb83c570761750defeb0fc6589309143464645229cc47fb5cd3165fac7b731bdb634202352526ae88fe5b3d9	common_voice_ar_20455342.mp3	نلعب كرة القدم كل سبت.	2	0	twenties	male		ar	
80742a31985f719121e41f092631d5ac95b2ac7ce3d483f9f943e5102cab2f655c691e68b2733dd6b1e784cc23ed94dd37ad259e30024874584cf4ec477f3b2b	common_voice_ar_19770038.mp3	.أعيش في الطابق الأرضي	2	0	thirties	male		ar	
80742a31985f719121e41f092631d5ac95b2ac7ce3d483f9f943e5102cab2f655c691e68b2733dd6b1e784cc23ed94dd37ad259e30024874584cf4ec477f3b2b	common_voice_ar_19770045.mp3	الخطة الجديدة نجحت.	2	1	thirties	male		ar	
8ae2c73941aaf4456aa9a4c3cf994e4168c934f9c43e597045dbb120e82d227200b1acf21ef9795e3d3177e1c0f0cd9f7943f1b581003b17a0947ea7a91537f6	common_voice_ar_21644289.mp3	يا أسفاه على قلب تحجر.	2	0				ar	
8ae2c73941aaf4456aa9a4c3cf994e4168c934f9c43e597045dbb120e82d227200b1acf21ef9795e3d3177e1c0f0cd9f7943f1b581003b17a0947ea7a91537f6	common_voice_ar_21644292.mp3	هذان العنصران مستقلان عن بعضهما.	2	0				ar	
8be3057e15f2424d82598ec82c1aef7a45590c0b8283507f1892f6a12be105e1fdec4f34754a019f2fcbf6753d1db30fcd9cce50e2c8f14cbaeeb57532f453d6	common_voice_ar_20844913.mp3	.لا لست نعساناً	2	0				ar	
8be3057e15f2424d82598ec82c1aef7a45590c0b8283507f1892f6a12be105e1fdec4f34754a019f2fcbf6753d1db30fcd9cce50e2c8f14cbaeeb57532f453d6	common_voice_ar_20844915.mp3	.إنه ذكي	2	0				ar	
94a3505f643571fed514e49fd237099f512fc79546a3ae05c538a0f13341a341e75e8a1c1497c348a47f334cd58097e4e8822a6c158c2788dbdd64b5cf50471a	common_voice_ar_23503617.mp3	كل شيء مستحيل نظريا حتى يَحدُث.	2	0				ar	
94a3505f643571fed514e49fd237099f512fc79546a3ae05c538a0f13341a341e75e8a1c1497c348a47f334cd58097e4e8822a6c158c2788dbdd64b5cf50471a	common_voice_ar_23503733.mp3	لا أعلم إن كنت سأملك الوقت لفعله.	3	0				ar	
a0544996a179a92e85ed86696cfe9d21d02aafdc1933003e26a936821182869b6c306d7d33a0e4c9618e183d062da09195d692927c3020d3694021e05370d3f8	common_voice_ar_19504459.mp3	إنها ماهرة جداً.	2	1				ar	
a0544996a179a92e85ed86696cfe9d21d02aafdc1933003e26a936821182869b6c306d7d33a0e4c9618e183d062da09195d692927c3020d3694021e05370d3f8	common_voice_ar_19504465.mp3	أحتاج مساعدة طبية	2	1				ar	
a0b9c9fcd2a8adcb8aa8fd4cd644d03d24464b9ca5814a3fbf9a27cca39964735949b89c1872ccd5ad41803e4052c402cb47bb3c438ccc86b186b3cbe1ba02f7	common_voice_ar_20962670.mp3	تتكاثر الفئران بسرعة.	2	0				ar	
a0b9c9fcd2a8adcb8aa8fd4cd644d03d24464b9ca5814a3fbf9a27cca39964735949b89c1872ccd5ad41803e4052c402cb47bb3c438ccc86b186b3cbe1ba02f7	common_voice_ar_20962672.mp3	.أخفض الصوت من فضلك	2	0				ar	
a98d31b32c9436c744a6f6a44f5fdd1d6e9cda21898e77e2cdc41051eeac7f7aa114495671f8fd5675c7130bacb1213c86e411512c6796f02520273087bf2914	common_voice_ar_19506817.mp3	بماذا تحدّق ؟	2	1				ar	
a98d31b32c9436c744a6f6a44f5fdd1d6e9cda21898e77e2cdc41051eeac7f7aa114495671f8fd5675c7130bacb1213c86e411512c6796f02520273087bf2914	common_voice_ar_19506820.mp3	الكل يريد أن يجلس بجانبها.	2	0				ar	
ae35bcd32d0fd4a5d773c9051bbf9d334a72852ce6e3d04ed2b226546857cb652c88f7e40b17aac840cf2fb840a607bc4ee1056619485e89d1a888499a6cf8cd	common_voice_ar_19247899.mp3	الطفل لا يمشي بعد.	2	0				ar	
ae35bcd32d0fd4a5d773c9051bbf9d334a72852ce6e3d04ed2b226546857cb652c88f7e40b17aac840cf2fb840a607bc4ee1056619485e89d1a888499a6cf8cd	common_voice_ar_19247901.mp3	أيمكنني أن أطرح بعض الأسئلة ؟	2	0				ar	
af40b9ddbd2af2c22433c43cab4da0728e641c934d3fd3111bb174bae552ac7438762126728bca680d034c57427e8ceade11e15f0e9bdd3ddaa691701454c3d2	common_voice_ar_21853173.mp3	آمل أن أزور نارا المرة المقبلة.	2	1				ar	
af40b9ddbd2af2c22433c43cab4da0728e641c934d3fd3111bb174bae552ac7438762126728bca680d034c57427e8ceade11e15f0e9bdd3ddaa691701454c3d2	common_voice_ar_21853174.mp3	أهنّئك بنجاحك.	2	0				ar	
b6f0d391da8c4beebd2815222a884a81e0159115a2d4f5850255ac22f4d16ff362a625885757ffc8eff5680f592ab7a790412d5fade3940c1a8a39b4015147fb	common_voice_ar_21202791.mp3	هل أضعت شيئاً هنا ؟	2	0				ar	
b6f0d391da8c4beebd2815222a884a81e0159115a2d4f5850255ac22f4d16ff362a625885757ffc8eff5680f592ab7a790412d5fade3940c1a8a39b4015147fb	common_voice_ar_21202796.mp3	.اِصعدوا الباص واحداً تلو الآخر	2	0				ar	
bc25f0ab7ab1171e04dab10bacc2cc0309d182fa44e632ae855b443b2fb3cbba084c6395d558306135ca195a67d0a88b03e5a6c2793aae39625a9960b77387bd	common_voice_ar_19460018.mp3	سأبقى لعدة أيام فحسب.	2	1				ar	
